채용공고명,회사명,마감일,자격면허,고용형태_근무형태,근무조건_지역,모집요강,모집직종,링크,회사 전화번호,담당자 전화번호
[송정동] 재가요양보호사 모집,나눔주식회사,"채용시까지
(마감시간 : 24시)","필수
요양보호사
기타
..","기간의 정함이 없는 근로계약
주 3일 근무","부산광역시 해운대구 송정중앙로9번길 158 (송정동, 합성황토마을2차)","[송정동] 재가요양보호사 모집
-근무지 : 해운대구 송정중앙로9번길158 (합성황토마을2차)
-대상자 : 4등급, 독거, 여자어르신, 80대
-직무내용 : 청소, 일상생활지원
-근무시간 : 10:00~13:00 또는 11:00~14:00/ 주3일
-급여 : 10,320원(수당포함시 13,000원)
-접수방법 : 통화 후 방문
[나눔실버데이케어] 051-783-0012 / 010-5660-1080
*실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로, 채용 시 근로자 마다 주 소정 근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJBQ002606040015&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"051-783-0012, 010-5660-1080, 051-783-0013",휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
온양-남울산 노르웨이숲 아파트 경비원 구인 [울주군청 채용대행],지산주택주식회사,2026.06.30 (화) 24:00,관계없음,"기간의 정함이 있는 근로계약
주 5일 근무
(주 소정근로시간: 33시간)",울산광역시 울주군 온양읍 온양로 210-1,"▶ 직무내용 : 아파트 경비원
▶ 근무시간 : 주간(07:00-19:00) 야간(19:00~익일07:00) 주주,야야,비비
▶ 보 수 : 월 2,092,896원
☎지원문의 : 울주군일자리센터 052-204-1359
※ 업체 요청으로 업체 또는 해당 아파트로 직접 지원을 삼가하여 주시기 바라며,
반드시 고용24 입사지원 및 울주군일자리센터를 통하여 지원해 주시기 바랍니다.",아파트·빌라 경비원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJGE002606040009&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"052-204-1359, 052-204-1368",052-204-1359
(답십리역 4번 출구 인근)남자 어르신/(오전 9-12시주5일)/요양사님 구합니다.,129재가복지/방문요양센터,2026.08.03 (월) 24:00,관계없음,"기간의 정함이 없는 근로계약
주 5일 근무","서울특별시 동대문구 천호대로 307 (답십리동, 클래식타워)","-80대 남자어르신
-근무시간: 오전 9-12시/주5일",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAL002606040008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"02-2249-0129, 02-2249-0128",02-2249-0129
[이촌동/4등급/오후] 재가요양보호사 구인,미래방문요양센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","서울특별시 용산구 이촌로65가길 23, 한가람아파트 (이촌동, 한가람아파트)","[ 이촌동 한가람아파트 ] 4등급 할머니 재가요양 보호
- 직무내용: 일상가사지원
- 장기요양급여 적용 근로시간 : 1일 3시간
- 주5일 근무 / 근무시간 : 14:00~17:00
- 시급: 13,500원 (최저시급 10,320원 + 주휴수당 등 별도)",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAV002606040008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,02-756-1240,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
산격주공아파트 2등급 할머니 재가요양보호사 모집,주식회사 늘푸른재가노인복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약
주 6일 근무","대구광역시 북구 연암로 183, . (산격동, 산격주공아파트)","[산격주공아파트] 2등급 할머니 재가요양보호사 모집
- 신체활동, 정서, 가사및 일상생활지원,
- 주6일, 08:30~12:30",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJCF002606040003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
[오류2동] 재가요양보호사 모집,참사랑노인복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","서울특별시 구로구 오리로9길 42, 오류2동","오류2동, 월드별장빌라내(오남중학교 인근)/교포 비희망
- 대상자: 4등급 할머니, 독거, 거동가능
- 직무내용: 가사 및 일상생활지원등
- 근로시간 : 09시~12시/주6일
- 급여: 시급 10,320원[포괄 시급 13,000원]",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002606040017&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-6720-7118, 02-2617-9399, 02-2617-9395",02-2617-9399
회사 홈페이지 운영 및 관리업무,주식회사에이스코퍼레이션,2026.06.13 (토) 24:00,관계없음,"기간의 정함이 없는 근로계약
주 5일 근무
(주 소정근로시간: 15시간)","인천광역시 부평구 부평대로 83, 1103호 (부평동, 강남타워)","당사 홈페이지 및 카페 운영관리 업무입니다.
컴퓨터 잘 다르시는 분 우대합니다.
근무형식은 자택 근무이며,
일일 시간은 3~4시간 입니다. (자유로운 시간)
성별은 관계없습니다.",마케팅·광고·홍보·상품기획 사무원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=K150112606040023&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
[신당동 / 4등급/할머님] 요양보호사 채용,마음드림재가복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 3일 근무
(주 소정근로시간: 9시간)","서울특별시 중구 청구로1길 23, 105 (신당동, 신당동삼성아파트)","- 신당동 4등급 할머님재가대상자케어
- 간병일상생활지원(말벗, 일상생활함께하기)
- 주3일 : 13:00~16:00(시간협의)
- 급여 : 시급10,320+수당 등=13,000원
※근로계약기간의 정함이 없는 근로자를 채용하는 것이라 하더라도 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKX002606040018&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-4598-4832, 031-263-4832, 031-263-4835",031-263-4832
[수정동] 80대 남자(배우자거주) /5등급 /주5일 /오전9시~ 또는 오후 시간협의/치매교육이수자 /재가 요양보호사 모집,길재가노인복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사
기타
치매교육 이수 필수","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","부산광역시 동구 수정공원북로3번길 7, . (수정동)","[수정동] 재가요양보호사
- 수정동 수성아파트 인근
- 치매교육이수 필수 - 5등급 45년생 할아버지 (배우자 거주)
- 근무시간: 09:00~12:00 또는 오후 시간협의 가능 /주5일
- 가사지원, 인지치료, 일상생활지원업무, 샤워 등
- 시급 : 13,300원( 시급:10,320원 + 제수당 포함)
* 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.",요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJBF002606040004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,051-710-1706,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
**영운신라송림아파트 경비원 모집**,청풍종합관리(주),"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 없는 근로계약
주 4일 근무
(주 소정근로시간: 42시간)","충청북도 청주시 상당구 단재로77번길 21-22, 영운신라송림아파트 (영운동, 신라송림아파트)","- 근무내용: 영운신라송림아파트 경비
- 근무시간: 격일제 07:00~익일07:00(휴게9.5시간)
- 급여: 월 2,404,560원
* 경비교육 이수증 필수
* 지원 및 문의 : 043-230-7078",아파트·빌라 경비원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0162606040007&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"043-230-7078, 043-230-7099",043-230-7078
[ 화도읍] 1등급 할아버님 재가요양보호사 구인,에이플러스(A+)소망노인복지센터,2026.07.03 (금) 24:00,"필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 24시간)",경기도 남양주시 수동면 비룡로782번길 43-3,"- 화도읍 1등급 할아버님 케어 도움
- 가족(딸)과 거주 / 반찬 잘 하시는분 희망
- 청소나 일상생활지원 / 강아지 있음
- 시급 13,000원 (10,320원+연차,주휴 수당 포함)
- 주6일, 12~16시 (시간조절가능함)
- 문의 010-6550-8795",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKJ002606040011&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-6550-8795, 031-594-8796",010-6550-8795
노원 롯데캐슬2블럭 미화원 구인,태영건물종합관리 주식회사,2026.07.03 (금) 18:00,관계없음,"기간의 정함이 있는 근로계약
주 5일 근무","서울특별시 노원구 덕릉로 753, 2블럭 (상계동, 노원 롯데캐슬 시그니처)","노원 롯데캐슬2블럭 미화원 구인
근무시간 : 09:00-16:00 (휴게1시간) /주5일 근무
급여 : 월 1,615,080원
문의 : 010-7600-3529
제출서류 : 이력서
접수방법 : 방문","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAJ002606040005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,010-7600-3529,010-7600-3529
남구 야음동 롯데캐슬 아파트 미화원 구인[울주군청 채용대행],지산주택주식회사,2026.06.30 (화) 24:00,관계없음,"기간의 정함이 있는 근로계약
주 5일 근무
(주 소정근로시간: 33시간)","울산광역시 남구 신선로 45 (야음동, 롯데캐슬1단지아파트)","▶ 직무내용 : 아파트 내부(공용부) 환경미화 업무
▶ 근무시간 : 평일 09:00-16:30, 토 09:00-12:00(격주)
▶ 보 수 : 월 1,816,335원
☎지원문의 : 울주군일자리센터 052-204-1373
※ 업체 요청으로 업체 또는 해당 아파트로 직접 지원을 삼가하여 주시기 바라며,
반드시 고용24 입사지원 및 울주군일자리센터를 통하여 지원해 주시기 바랍니다.","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJGE002606040006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"052-204-1373, 052-204-1368",052-204-1373
[영덕1동] 기흥체육문화센터 미화원 모집,제이에스테크주식회사,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 있는 근로계약
주 5일 근무
(주 소정근로시간: 40시간)","경기도 용인시 기흥구 흥덕2로 110, 기흥국민체육센터 (영덕동)","영덕1동 기흥국민체육센터 미화
-주5일: 오전 07시~16시/오후 13시~22시(순환근무)
한달에 2회 특근(수당지급125,160원)
-급여 : 2,179,870원
-지원문의 :미화반장010-8944-1919",건물 청소원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKX002606040017&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,010-8944-1919,010-8944-1919
[범어동]재가요양보호사 모집,효다온재가노인복지센터,2026.06.18 (목) 13:00,"필수
요양보호사1급","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","대구광역시 수성구 청호로 370, . (범어동, 장원아파트)","* 모집 직종 : 재가요양보호사 // 3등급 남자 어르신(80대 초반)
전반적인 가사지원 , 보행가능, 배우자 함께 거주.
* 근무 지역 : 수성구 범어동, 장원맨션
* 근무 시간 : 월,화,목,금,토(수요일 휴무) 주 5일 // 09:30 ~ 12:30분(3시간)
* 임금 : 시급 10,320원+각종 수당= 13,000원",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJCI002606040002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"053-816-2011, 053-816-2012",053-816-2011
주안 재가 요양보호사 모집,보훈노인복지센타,2026.08.03 (월) 24:00,"필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 18시간)","인천광역시 미추홀구 주승로 148, . (주안동, 신비마을아파트)","주안 4등급 여자어르신
- 오전 09:00 ~12:00 주6일 / 2개월후 5일로 변경예정
- 시급 13,000원 (각종 모든 수당포함)
- 일상생활 지원등",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF11912606040004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,032-891-1773,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
[이촌동/3등급/오후] 재가요양보호사 구인,돌봄연구소 행복한 시니어 케어센터 동부이촌점,2026.08.03 (월) 24:00,"필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","서울특별시 용산구 이촌로64길 15, 엘지한강자이아파트 (이촌동, 엘지한강자이아파트)","[ 이촌동 엘지자이아파트 ] 3등급 할머니 재가요양
- 직무내용 : 병원동행, 일상가사지원, 신체활동지원등
- 장기요양급여 적용 근로시간 : 1일 3시간
- 주5일 근무 / 근무시간 : 14:30~17:30 (근로시간 외 추가시간 있을 수 있음)
- 시급: 13,000원 (최저시급 10,320원 + 주휴수당 등 별도) 추가시간에 대한 시급 협의
'추가근무'는 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정지) 등에 차이가 있을 수 있음(* 그 외 근무시간, 근무요일, 임금 등은 별도계약 사항으로 본 구인과 관계없음)",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAV002606040006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"02-790-7338, 050-4212-3130",02-790-7338
솔터마을 3단지 내부 미화 구인합니다.,주식회사 인하그린씨앤씨,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 있는 근로계약
주 6일 근무
(주 소정근로시간: 31시간)","경기도 김포시 김포한강8로 333, 3단지 아파트 (마산동, 김포한강엘에이치솔터마을3단지)","아파트청소원 1명 구인합니다.
-아파트공용청소
-월 1,682,160원
-근무시간:월~금(08:30~15:30) /토(08:30~11:30) 격주 토요일","건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ20972606040008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"032-574-0661, 032-577-5858",032-574-0661
(남천면)요양보호사 구인,평화복지센터,2026.08.03 (월) 24:00,"우대
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","경상북도 경산시 남천면 산전길 35, .","- 남천면 산전리 3등급 할머니
- 시간: 09~12시 / 주5일
- 업무 : 기본 가사서비스 등
- 시급: 10,320원(포괄시급 13,000원)
* 문의 : 053-803-7231",요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10122606040006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,053-803-7231,053-803-7231
[전농동] 2등급 할아버지 재가 요양보호사 채용,케어유방문요양복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 24시간)","서울특별시 동대문구 답십리로23길 110, .","2등급 할아버지 방문케어, 착한치매
근무지 : 동대문구 답십리로 23길 110
부부동거(배우자 10시부터 출근)
기저귀케어, 목욕, 인지프로그램 및 일상생활지원
9~13시/주6일/시급 10,320원 (주휴수당 등 포함 시 시급 13,000원)
전화지원: 010-3280-0477",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAK002606040006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-3280-0477, 02-2247-0477",010-3280-0477
